name,developer,publisher,popular_tags,game_details,genre,ID,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)","2K,Aspyr (Mac),2K,Aspyr (Mac)","FPS,Story Rich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,Alternate History,Beautiful,Adventure,Great Soundtrack,Dystopian,Sci-fi,Time Travel,Fantasy,Gore,Linear,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,bioshockinfinite,"Action2K,Aspyr (Mac),2K,Aspyr (Mac)Irrational Games,Aspyr (Mac),Virtual Programming (Linux)","ActionFPS,Story Rich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,Alternate History,Beautiful,Adventure,Great Soundtrack,Dystopian,Sci-fi,Time Travel,Fantasy,Gore,Linear,RPGIrrational Games,Aspyr (Mac),Virtual Programming (Linux)","ActionFPS,Story Rich,Action,Singleplayer,Steampunk,Atmospheric,Masterpiece,Shooter,First-Person,Alternate History,Beautiful,Adventure,Great Soundtrack,Dystopian,Sci-fi,Time Travel,Fantasy,Gore,Linear,RPGSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action2K,Aspyr (Mac),2K,Aspyr (Mac)Irrational Games,Aspyr (Mac),Virtual Programming (Linux)Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
Men of War: Assault Squad 2,Digitalmindsoft,"1C Entertainment,1C Entertainment","Strategy,World War II,War,RTS,Simulation,Tactical,Action,Military,Multiplayer,Real Time Tactics,Realistic,Tanks,Historical,Co-op,Destruction,Singleplayer,Atmospheric,Masterpiece,Difficult,Classic","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Action,Simulation,Strategy",menofwarassaultsquad2,"Action,Simulation,Strategy1C Entertainment,1C EntertainmentDigitalmindsoft","Action,Simulation,StrategyStrategy,World War II,War,RTS,Simulation,Tactical,Action,Military,Multiplayer,Real Time Tactics,Realistic,Tanks,Historical,Co-op,Destruction,Singleplayer,Atmospheric,Masterpiece,Difficult,ClassicDigitalmindsoft","Action,Simulation,StrategyStrategy,World War II,War,RTS,Simulation,Tactical,Action,Military,Multiplayer,Real Time Tactics,Realistic,Tanks,Historical,Co-op,Destruction,Singleplayer,Atmospheric,Masterpiece,Difficult,ClassicSingle-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Action,Simulation,Strategy1C Entertainment,1C EntertainmentDigitalmindsoftSingle-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor"
Dungeons & Dragons Online®,"Standing Stone Games, LLC","Standing Stone Games, LLC,Standing Stone Games, LLC","Free to Play,RPG,MMORPG,Massively Multiplayer,Fantasy,Action,Adventure,Dragons,Multiplayer,Open World,Magic,Dungeons & Dragons,Third Person,Co-op,Character Customization,Dungeon Crawler,Puzzle,Sandbox,FPS,Online Co-Op",MMO,"Action,Adventure,Free to Play,Massively Multiplayer,RPG",dungeonsdragonsonline,"Action,Adventure,Free to Play,Massively Multiplayer,RPGStanding Stone Games, LLC,Standing Stone Games, LLCStanding Stone Games, LLC","Action,Adventure,Free to Play,Massively Multiplayer,RPGFree to Play,RPG,MMORPG,Massively Multiplayer,Fantasy,Action,Adventure,Dragons,Multiplayer,Open World,Magic,Dungeons & Dragons,Third Person,Co-op,Character Customization,Dungeon Crawler,Puzzle,Sandbox,FPS,Online Co-OpStanding Stone Games, LLC","Action,Adventure,Free to Play,Massively Multiplayer,RPGFree to Play,RPG,MMORPG,Massively Multiplayer,Fantasy,Action,Adventure,Dragons,Multiplayer,Open World,Magic,Dungeons & Dragons,Third Person,Co-op,Character Customization,Dungeon Crawler,Puzzle,Sandbox,FPS,Online Co-OpMMO","Action,Adventure,Free to Play,Massively Multiplayer,RPGStanding Stone Games, LLC,Standing Stone Games, LLCStanding Stone Games, LLCMMO"
METAL GEAR SOLID V: THE PHANTOM PAIN,Konami Digital Entertainment,"Konami Digital Entertainment,Konami Digital Entertainment","Stealth,Open World,Story Rich,Action,Tactical,Cinematic,Great Soundtrack,Third Person,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-Person Shooter,Shooter,Replay Value,Sandbox,Masterpiece,Dark,Sci-fi","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards","Action,Adventure",metalgearsolidvthephantompain,"Action,AdventureKonami Digital Entertainment,Konami Digital EntertainmentKonami Digital Entertainment","Action,AdventureStealth,Open World,Story Rich,Action,Tactical,Cinematic,Great Soundtrack,Third Person,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-Person Shooter,Shooter,Replay Value,Sandbox,Masterpiece,Dark,Sci-fiKonami Digital Entertainment","Action,AdventureStealth,Open World,Story Rich,Action,Tactical,Cinematic,Great Soundtrack,Third Person,Singleplayer,Atmospheric,Horses,Multiplayer,Adventure,Third-Person Shooter,Shooter,Replay Value,Sandbox,Masterpiece,Dark,Sci-fiSingle-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards","Action,AdventureKonami Digital Entertainment,Konami Digital EntertainmentKonami Digital EntertainmentSingle-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards"
Heroes & Generals,RETO MOTO,"RETO MOTO,RETO MOTO","Free to Play,World War II,FPS,Multiplayer,War,Shooter,Action,First-Person,Massively Multiplayer,Tactical,Strategy,Co-op,Historical,Open World,Singleplayer,Simulation,Atmospheric,Adventure,Early Access,Indie","Multi-player,Online Multi-Player,MMO,Online Co-op,In-App Purchases","Action,Free to Play,Indie,Massively Multiplayer,Strategy",heroesgenerals,"Action,Free to Play,Indie,Massively Multiplayer,StrategyRETO MOTO,RETO MOTORETO MOTO","Action,Free to Play,Indie,Massively Multiplayer,StrategyFree to Play,World War II,FPS,Multiplayer,War,Shooter,Action,First-Person,Massively Multiplayer,Tactical,Strategy,Co-op,Historical,Open World,Singleplayer,Simulation,Atmospheric,Adventure,Early Access,IndieRETO MOTO","Action,Free to Play,Indie,Massively Multiplayer,StrategyFree to Play,World War II,FPS,Multiplayer,War,Shooter,Action,First-Person,Massively Multiplayer,Tactical,Strategy,Co-op,Historical,Open World,Singleplayer,Simulation,Atmospheric,Adventure,Early Access,IndieMulti-player,Online Multi-Player,MMO,Online Co-op,In-App Purchases","Action,Free to Play,Indie,Massively Multiplayer,StrategyRETO MOTO,RETO MOTORETO MOTOMulti-player,Online Multi-Player,MMO,Online Co-op,In-App Purchases"
Universe Sandbox ²,Giant Army,"Giant Army,Giant Army","Early Access,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,Early Access,God Game,Singleplayer,Open World,Indie,Atmospheric,Casual,VR,Great Soundtrack,Sci-fi,Exploration","Single-player,Partial Controller Support","Casual,Indie,Simulation,Early Access",universesandbox,"Casual,Indie,Simulation,Early AccessGiant Army,Giant ArmyGiant Army","Casual,Indie,Simulation,Early AccessEarly Access,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,Early Access,God Game,Singleplayer,Open World,Indie,Atmospheric,Casual,VR,Great Soundtrack,Sci-fi,ExplorationGiant Army","Casual,Indie,Simulation,Early AccessEarly Access,Space,Sandbox,Simulation,Physics,Science,Destruction,Education,Realistic,Early Access,God Game,Singleplayer,Open World,Indie,Atmospheric,Casual,VR,Great Soundtrack,Sci-fi,ExplorationSingle-player,Partial Controller Support","Casual,Indie,Simulation,Early AccessGiant Army,Giant ArmyGiant ArmySingle-player,Partial Controller Support"
Fable Anniversary,Lionhead Studios,"Xbox Game Studios,Xbox Game Studios","RPG,Masterpiece,Classic,Fantasy,Adventure,Open World,Singleplayer,Remake,Atmospheric,Action RPG,Third Person,Story Rich,Choices Matter,Action,Comedy,Great Soundtrack,Character Customization,Medieval,Magic,Sandbox","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud",RPG,fableanniversary,"RPGXbox Game Studios,Xbox Game StudiosLionhead Studios","RPGRPG,Masterpiece,Classic,Fantasy,Adventure,Open World,Singleplayer,Remake,Atmospheric,Action RPG,Third Person,Story Rich,Choices Matter,Action,Comedy,Great Soundtrack,Character Customization,Medieval,Magic,SandboxLionhead Studios","RPGRPG,Masterpiece,Classic,Fantasy,Adventure,Open World,Singleplayer,Remake,Atmospheric,Action RPG,Third Person,Story Rich,Choices Matter,Action,Comedy,Great Soundtrack,Character Customization,Medieval,Magic,SandboxSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","RPGXbox Game Studios,Xbox Game StudiosLionhead StudiosSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud"
Baldur's Gate II: Enhanced Edition,Beamdog,"Beamdog,Beamdog","RPG,Classic,Fantasy,Isometric,Party-Based RPG,Dungeons & Dragons,Real-Time with Pause,Strategy,Story Rich,Masterpiece,CRPG,Singleplayer,Adventure,Old School,Character Customization,Magic,Atmospheric,Multiplayer,Remake,Romance","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud","RPG,Strategy",baldursgateiienhancededition,"RPG,StrategyBeamdog,BeamdogBeamdog","RPG,StrategyRPG,Classic,Fantasy,Isometric,Party-Based RPG,Dungeons & Dragons,Real-Time with Pause,Strategy,Story Rich,Masterpiece,CRPG,Singleplayer,Adventure,Old School,Character Customization,Magic,Atmospheric,Multiplayer,Remake,RomanceBeamdog","RPG,StrategyRPG,Classic,Fantasy,Isometric,Party-Based RPG,Dungeons & Dragons,Real-Time with Pause,Strategy,Story Rich,Masterpiece,CRPG,Singleplayer,Adventure,Old School,Character Customization,Magic,Atmospheric,Multiplayer,Remake,RomanceSingle-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud","RPG,StrategyBeamdog,BeamdogBeamdogSingle-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud"
Freestyle 2: Street Basketball,Joycity,"Joycity,Joycity","Free to Play,Basketball,Sports,Multiplayer,Massively Multiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,Great Soundtrack,Open World,FPS,2D","Online Multi-Player,MMO,Online Co-op,Steam Trading Cards,Partial Controller Support","Action,Casual,Free to Play,Massively Multiplayer,Sports",freestyle2streetbasketball,"Action,Casual,Free to Play,Massively Multiplayer,SportsJoycity,JoycityJoycity","Action,Casual,Free to Play,Massively Multiplayer,SportsFree to Play,Basketball,Sports,Multiplayer,Massively Multiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,Great Soundtrack,Open World,FPS,2DJoycity","Action,Casual,Free to Play,Massively Multiplayer,SportsFree to Play,Basketball,Sports,Multiplayer,Massively Multiplayer,Action,Co-op,Casual,Competitive,Strategy,Simulation,Singleplayer,e-sports,Controller,Anime,Funny,Great Soundtrack,Open World,FPS,2DOnline Multi-Player,MMO,Online Co-op,Steam Trading Cards,Partial Controller Support","Action,Casual,Free to Play,Massively Multiplayer,SportsJoycity,JoycityJoycityOnline Multi-Player,MMO,Online Co-op,Steam Trading Cards,Partial Controller Support"
Battle Brothers,Overhype Studios,"Overhype Studios,Overhype Studios","Strategy,Turn-Based Combat,Medieval,RPG,Turn-Based Tactics,Open World,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,Procedural Generation,Perma Death,Replay Value,Fantasy,Turn-Based Strategy,Rogue-like,CRPG,Early Access","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,RPG,Strategy",battlebrothers,"Indie,RPG,StrategyOverhype Studios,Overhype StudiosOverhype Studios","Indie,RPG,StrategyStrategy,Turn-Based Combat,Medieval,RPG,Turn-Based Tactics,Open World,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,Procedural Generation,Perma Death,Replay Value,Fantasy,Turn-Based Strategy,Rogue-like,CRPG,Early AccessOverhype Studios","Indie,RPG,StrategyStrategy,Turn-Based Combat,Medieval,RPG,Turn-Based Tactics,Open World,Turn-Based,Difficult,Sandbox,Singleplayer,Indie,Tactical,Procedural Generation,Perma Death,Replay Value,Fantasy,Turn-Based Strategy,Rogue-like,CRPG,Early AccessSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,RPG,StrategyOverhype Studios,Overhype StudiosOverhype StudiosSingle-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
Endless Legend™,AMPLITUDE Studios,"SEGA,SEGA","Strategy,4X,Turn-Based,Turn-Based Strategy,Fantasy,Hex Grid,Multiplayer,Singleplayer,Great Soundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,Grand Strategy,Medieval,Atmospheric,Open World,Exploration,Sandbox","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","RPG,Strategy",endlesslegend,"RPG,StrategySEGA,SEGAAMPLITUDE Studios","RPG,StrategyStrategy,4X,Turn-Based,Turn-Based Strategy,Fantasy,Hex Grid,Multiplayer,Singleplayer,Great Soundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,Grand Strategy,Medieval,Atmospheric,Open World,Exploration,SandboxAMPLITUDE Studios","RPG,StrategyStrategy,4X,Turn-Based,Turn-Based Strategy,Fantasy,Hex Grid,Multiplayer,Singleplayer,Great Soundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,Grand Strategy,Medieval,Atmospheric,Open World,Exploration,SandboxSingle-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","RPG,StrategySEGA,SEGAAMPLITUDE StudiosSingle-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud"
Warface,MY.GAMES,"MY.GAMES,MY.GAMES","Free to Play,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,Online Co-Op,War,PvP,Military,Massively Multiplayer,Team-Based,Tactical,Zombies,Open World,Adventure,Strategy,Simulation,Great Soundtrack","Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases","Action,Free to Play,Massively Multiplayer",warface,"Action,Free to Play,Massively MultiplayerMY.GAMES,MY.GAMESMY.GAMES","Action,Free to Play,Massively MultiplayerFree to Play,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,Online Co-Op,War,PvP,Military,Massively Multiplayer,Team-Based,Tactical,Zombies,Open World,Adventure,Strategy,Simulation,Great SoundtrackMY.GAMES","Action,Free to Play,Massively MultiplayerFree to Play,FPS,Multiplayer,Shooter,Action,Co-op,First-Person,Online Co-Op,War,PvP,Military,Massively Multiplayer,Team-Based,Tactical,Zombies,Open World,Adventure,Strategy,Simulation,Great SoundtrackMulti-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases","Action,Free to Play,Massively MultiplayerMY.GAMES,MY.GAMESMY.GAMESMulti-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases"
Empyrion - Galactic Survival,Eleon Game Studios,"Eleon Game Studios,Eleon Game Studios","Early Access,Survival,Open World,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,Early Access,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,Action","Single-player,Multi-player,Co-op,Steam Workshop,Partial Controller Support","Adventure,Indie,Simulation,Strategy,Early Access",empyriongalacticsurvival,"Adventure,Indie,Simulation,Strategy,Early AccessEleon Game Studios,Eleon Game StudiosEleon Game Studios","Adventure,Indie,Simulation,Strategy,Early AccessEarly Access,Survival,Open World,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,Early Access,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,ActionEleon Game Studios","Adventure,Indie,Simulation,Strategy,Early AccessEarly Access,Survival,Open World,Space,Building,Sandbox,Multiplayer,Crafting,Exploration,Sci-fi,Early Access,Adventure,Co-op,Singleplayer,Simulation,First-Person,Aliens,Strategy,Indie,ActionSingle-player,Multi-player,Co-op,Steam Workshop,Partial Controller Support","Adventure,Indie,Simulation,Strategy,Early AccessEleon Game Studios,Eleon Game StudiosEleon Game StudiosSingle-player,Multi-player,Co-op,Steam Workshop,Partial Controller Support"
Total War: ATTILA,CREATIVE ASSEMBLY,"SEGA,SEGA","Strategy,Historical,War,Turn-Based Strategy,Grand Strategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,Real Time Tactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,Open World,Simulation,Survival,Adventure","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Strategy,totalwarattila,"StrategySEGA,SEGACREATIVE ASSEMBLY","StrategyStrategy,Historical,War,Turn-Based Strategy,Grand Strategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,Real Time Tactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,Open World,Simulation,Survival,AdventureCREATIVE ASSEMBLY","StrategyStrategy,Historical,War,Turn-Based Strategy,Grand Strategy,RTS,Tactical,Multiplayer,Rome,Singleplayer,Real Time Tactics,Medieval,Atmospheric,Co-op,Action,Turn-Based,Open World,Simulation,Survival,AdventureSingle-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud","StrategySEGA,SEGACREATIVE ASSEMBLYSingle-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud"
Prison Architect,Introversion Software,"Paradox Interactive,Paradox Interactive","Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,Resource Management,Base Building,Economy,Top-Down,Moddable,City Builder,Replay Value,Early Access,Casual,Funny,Action,Comedy","Single-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Indie,Simulation,Strategy",prisonarchitect,"Indie,Simulation,StrategyParadox Interactive,Paradox InteractiveIntroversion Software","Indie,Simulation,StrategySimulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,Resource Management,Base Building,Economy,Top-Down,Moddable,City Builder,Replay Value,Early Access,Casual,Funny,Action,ComedyIntroversion Software","Indie,Simulation,StrategySimulation,Building,Management,Strategy,Sandbox,Singleplayer,Indie,2D,Resource Management,Base Building,Economy,Top-Down,Moddable,City Builder,Replay Value,Early Access,Casual,Funny,Action,ComedySingle-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Indie,Simulation,StrategyParadox Interactive,Paradox InteractiveIntroversion SoftwareSingle-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor"
